Frequency (Hz)	Bat_Species
95029.05247509603	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
107416.2579670872	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
94921.7243376055	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
109622.87214199104	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
107814.25866071272	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
79374.1979690535	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
79847.51965534031	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
102091.35246411232	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
103319.27241764744	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
98514.2847265394	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
76619.40882734933	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
87987.38430855547	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
78722.47958342606	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
100939.81150544481	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
81347.21595801075	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
106788.03919944339	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
79703.77742407785	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
106021.10267157847	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
101675.2585730712	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
103336.41831169647	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
94679.25911829754	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
84524.61696301497	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
106434.71549755632	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
79695.33711355986	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
77795.64992970684	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
108465.42726330551	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
82287.68332781346	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
92250.9371555968	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
80804.04993283784	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
104409.23529831032	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
88170.77485218414	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
82956.31514572285	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
92858.22435618586	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
99992.76348407746	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
92012.15109908099	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
91905.19591318023	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
89845.7981190379	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
103790.23507937646	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
80947.44443634011	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
102222.91209790809	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
76486.0382890698	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
97740.93916372894	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
75933.28572490661	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
92292.43119248182	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
90677.66606760822	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
81063.68114957669	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
88309.19291562945	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
78624.68560497921	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
105936.61688215034	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
102898.43026318189	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
78362.03394835824	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
95447.65005917252	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
94820.14565028888	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
108006.21182761132	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
94729.71283037515	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
98647.54665991502	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
84050.345384812	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
96567.8307137929	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
83993.03076678103	Greater Horseshoe Bat (Rhinolophus ferrumequinum)
101224.00292053659	Lesser Horseshoe Bat (Rhinolophus hipposideros)
102645.64255817574	Lesser Horseshoe Bat (Rhinolophus hipposideros)
97705.0099150006	Lesser Horseshoe Bat (Rhinolophus hipposideros)
100713.73874041514	Lesser Horseshoe Bat (Rhinolophus hipposideros)
109844.00546294104	Lesser Horseshoe Bat (Rhinolophus hipposideros)
90748.63076367142	Lesser Horseshoe Bat (Rhinolophus hipposideros)
108395.38472338863	Lesser Horseshoe Bat (Rhinolophus hipposideros)
111987.7426586427	Lesser Horseshoe Bat (Rhinolophus hipposideros)
106524.46819197088	Lesser Horseshoe Bat (Rhinolophus hipposideros)
100188.13533006673	Lesser Horseshoe Bat (Rhinolophus hipposideros)
93398.54378930503	Lesser Horseshoe Bat (Rhinolophus hipposideros)
97965.54507867689	Lesser Horseshoe Bat (Rhinolophus hipposideros)
104319.19626237935	Lesser Horseshoe Bat (Rhinolophus hipposideros)
96277.10604555873	Lesser Horseshoe Bat (Rhinolophus hipposideros)
108662.3938276869	Lesser Horseshoe Bat (Rhinolophus hipposideros)
98981.08933658962	Lesser Horseshoe Bat (Rhinolophus hipposideros)
109726.25037440333	Lesser Horseshoe Bat (Rhinolophus hipposideros)
98511.64449820074	Lesser Horseshoe Bat (Rhinolophus hipposideros)
105587.11655635902	Lesser Horseshoe Bat (Rhinolophus hipposideros)
103676.35469687443	Lesser Horseshoe Bat (Rhinolophus hipposideros)
93152.93372983139	Lesser Horseshoe Bat (Rhinolophus hipposideros)
96862.10348003614	Lesser Horseshoe Bat (Rhinolophus hipposideros)
110021.04544384449	Lesser Horseshoe Bat (Rhinolophus hipposideros)
104317.45177148508	Lesser Horseshoe Bat (Rhinolophus hipposideros)
93447.71209226338	Lesser Horseshoe Bat (Rhinolophus hipposideros)
106119.21036296168	Lesser Horseshoe Bat (Rhinolophus hipposideros)
107342.55324335219	Lesser Horseshoe Bat (Rhinolophus hipposideros)
112755.35771945708	Lesser Horseshoe Bat (Rhinolophus hipposideros)
114810.3045936488	Lesser Horseshoe Bat (Rhinolophus hipposideros)
107880.50105126033	Lesser Horseshoe Bat (Rhinolophus hipposideros)
98750.50562287788	Lesser Horseshoe Bat (Rhinolophus hipposideros)
96203.13962044987	Lesser Horseshoe Bat (Rhinolophus hipposideros)
103996.19065872263	Lesser Horseshoe Bat (Rhinolophus hipposideros)
95947.44938480634	Lesser Horseshoe Bat (Rhinolophus hipposideros)
91452.74928025267	Lesser Horseshoe Bat (Rhinolophus hipposideros)
113704.62921670682	Lesser Horseshoe Bat (Rhinolophus hipposideros)
93589.70335459101	Lesser Horseshoe Bat (Rhinolophus hipposideros)
102020.5624932666	Lesser Horseshoe Bat (Rhinolophus hipposideros)
95039.53035343265	Lesser Horseshoe Bat (Rhinolophus hipposideros)
102186.02129955479	Lesser Horseshoe Bat (Rhinolophus hipposideros)
92363.4469152323	Lesser Horseshoe Bat (Rhinolophus hipposideros)
109649.24029865848	Lesser Horseshoe Bat (Rhinolophus hipposideros)
94895.96220202856	Lesser Horseshoe Bat (Rhinolophus hipposideros)
101185.26916334397	Lesser Horseshoe Bat (Rhinolophus hipposideros)
101935.31538382189	Lesser Horseshoe Bat (Rhinolophus hipposideros)
97624.48295592901	Lesser Horseshoe Bat (Rhinolophus hipposideros)
105074.60519656545	Lesser Horseshoe Bat (Rhinolophus hipposideros)
110237.64054111078	Lesser Horseshoe Bat (Rhinolophus hipposideros)
101475.1736701462	Lesser Horseshoe Bat (Rhinolophus hipposideros)
96440.83333114813	Lesser Horseshoe Bat (Rhinolophus hipposideros)
98855.07704067104	Lesser Horseshoe Bat (Rhinolophus hipposideros)
101134.27519606947	Lesser Horseshoe Bat (Rhinolophus hipposideros)
105778.47439292338	Lesser Horseshoe Bat (Rhinolophus hipposideros)
103251.36223091812	Lesser Horseshoe Bat (Rhinolophus hipposideros)
101756.28993767472	Lesser Horseshoe Bat (Rhinolophus hipposideros)
99801.1873764812	Lesser Horseshoe Bat (Rhinolophus hipposideros)
112020.29052410583	Lesser Horseshoe Bat (Rhinolophus hipposideros)
110014.3137978668	Lesser Horseshoe Bat (Rhinolophus hipposideros)
92288.80282949466	Lesser Horseshoe Bat (Rhinolophus hipposideros)
97863.6659733692	Lesser Horseshoe Bat (Rhinolophus hipposideros)
99844.13827063529	Lesser Horseshoe Bat (Rhinolophus hipposideros)
92743.54800128734	Lesser Horseshoe Bat (Rhinolophus hipposideros)
114411.9711225516	Lesser Horseshoe Bat (Rhinolophus hipposideros)
95477.90603844421	Lesser Horseshoe Bat (Rhinolophus hipposideros)
93345.64490076904	Lesser Horseshoe Bat (Rhinolophus hipposideros)
103537.74342580198	Lesser Horseshoe Bat (Rhinolophus hipposideros)
93210.03077914873	Lesser Horseshoe Bat (Rhinolophus hipposideros)
97572.73196975153	Lesser Horseshoe Bat (Rhinolophus hipposideros)
106405.13369751749	Lesser Horseshoe Bat (Rhinolophus hipposideros)
100017.77723904763	Lesser Horseshoe Bat (Rhinolophus hipposideros)
108411.89505305282	Lesser Horseshoe Bat (Rhinolophus hipposideros)
98416.504426729	Lesser Horseshoe Bat (Rhinolophus hipposideros)
96231.09696327937	Lesser Horseshoe Bat (Rhinolophus hipposideros)
95698.8863587138	Lesser Horseshoe Bat (Rhinolophus hipposideros)
104987.0761827308	Lesser Horseshoe Bat (Rhinolophus hipposideros)
91381.35623511762	Lesser Horseshoe Bat (Rhinolophus hipposideros)
96637.56853264917	Lesser Horseshoe Bat (Rhinolophus hipposideros)
93906.63225235428	Lesser Horseshoe Bat (Rhinolophus hipposideros)
100068.99671878321	Lesser Horseshoe Bat (Rhinolophus hipposideros)
102911.24620370833	Lesser Horseshoe Bat (Rhinolophus hipposideros)
107127.8553930528	Lesser Horseshoe Bat (Rhinolophus hipposideros)
113455.12916218804	Lesser Horseshoe Bat (Rhinolophus hipposideros)
114368.92553458682	Lesser Horseshoe Bat (Rhinolophus hipposideros)
94446.69175310977	Lesser Horseshoe Bat (Rhinolophus hipposideros)
92981.5319379633	Lesser Horseshoe Bat (Rhinolophus hipposideros)
99902.64899370902	Lesser Horseshoe Bat (Rhinolophus hipposideros)
103893.95116460042	Lesser Horseshoe Bat (Rhinolophus hipposideros)
111911.34739670214	Lesser Horseshoe Bat (Rhinolophus hipposideros)
102765.93754396324	Lesser Horseshoe Bat (Rhinolophus hipposideros)
94979.69616649712	Lesser Horseshoe Bat (Rhinolophus hipposideros)
90339.93061441886	Lesser Horseshoe Bat (Rhinolophus hipposideros)
97905.1773396032	Lesser Horseshoe Bat (Rhinolophus hipposideros)
105355.64782566315	Lesser Horseshoe Bat (Rhinolophus hipposideros)
94822.24871415572	Lesser Horseshoe Bat (Rhinolophus hipposideros)
106382.0251690987	Lesser Horseshoe Bat (Rhinolophus hipposideros)
101589.78694536762	Lesser Horseshoe Bat (Rhinolophus hipposideros)
90898.35012159312	Lesser Horseshoe Bat (Rhinolophus hipposideros)
106144.26423027407	Lesser Horseshoe Bat (Rhinolophus hipposideros)
109541.82686865577	Lesser Horseshoe Bat (Rhinolophus hipposideros)
99104.0826983014	Lesser Horseshoe Bat (Rhinolophus hipposideros)
112842.24499523529	Lesser Horseshoe Bat (Rhinolophus hipposideros)
91417.9824459419	Lesser Horseshoe Bat (Rhinolophus hipposideros)
101703.79241782751	Lesser Horseshoe Bat (Rhinolophus hipposideros)
90906.24646338765	Lesser Horseshoe Bat (Rhinolophus hipposideros)
107889.22041928515	Lesser Horseshoe Bat (Rhinolophus hipposideros)
91087.73461726852	Lesser Horseshoe Bat (Rhinolophus hipposideros)
96934.48253730433	Lesser Horseshoe Bat (Rhinolophus hipposideros)
100452.64156803188	Lesser Horseshoe Bat (Rhinolophus hipposideros)
110195.47103293013	Lesser Horseshoe Bat (Rhinolophus hipposideros)
96272.91318586854	Lesser Horseshoe Bat (Rhinolophus hipposideros)
108480.51690169702	Lesser Horseshoe Bat (Rhinolophus hipposideros)
92936.11049353106	Lesser Horseshoe Bat (Rhinolophus hipposideros)
103610.29104769272	Lesser Horseshoe Bat (Rhinolophus hipposideros)
104251.48610247008	Lesser Horseshoe Bat (Rhinolophus hipposideros)
112086.21888726982	Lesser Horseshoe Bat (Rhinolophus hipposideros)
111484.25762348899	Lesser Horseshoe Bat (Rhinolophus hipposideros)
103534.95460967608	Lesser Horseshoe Bat (Rhinolophus hipposideros)
106670.03986257051	Lesser Horseshoe Bat (Rhinolophus hipposideros)
114510.6415752215	Lesser Horseshoe Bat (Rhinolophus hipposideros)
109376.79170805236	Lesser Horseshoe Bat (Rhinolophus hipposideros)
102665.54322397955	Lesser Horseshoe Bat (Rhinolophus hipposideros)
98844.76435236697	Lesser Horseshoe Bat (Rhinolophus hipposideros)
107303.85035742447	Lesser Horseshoe Bat (Rhinolophus hipposideros)
101480.91718696152	Lesser Horseshoe Bat (Rhinolophus hipposideros)
105428.78801699469	Lesser Horseshoe Bat (Rhinolophus hipposideros)
81563.85067313176	Soprano Pipistrelle (Pipistrellus pygmaeus)
68632.4501026301	Soprano Pipistrelle (Pipistrellus pygmaeus)
62105.576559190995	Soprano Pipistrelle (Pipistrellus pygmaeus)
57821.463554387985	Soprano Pipistrelle (Pipistrellus pygmaeus)
57847.12706235945	Soprano Pipistrelle (Pipistrellus pygmaeus)
82316.43704932134	Soprano Pipistrelle (Pipistrellus pygmaeus)
68296.1300870553	Soprano Pipistrelle (Pipistrellus pygmaeus)
68555.89598583138	Soprano Pipistrelle (Pipistrellus pygmaeus)
69490.55333654924	Soprano Pipistrelle (Pipistrellus pygmaeus)
60012.66430594286	Soprano Pipistrelle (Pipistrellus pygmaeus)
82927.42518634332	Soprano Pipistrelle (Pipistrellus pygmaeus)
80564.2038838836	Soprano Pipistrelle (Pipistrellus pygmaeus)
66655.45138571251	Soprano Pipistrelle (Pipistrellus pygmaeus)
69912.41206144405	Soprano Pipistrelle (Pipistrellus pygmaeus)
60504.46836209209	Soprano Pipistrelle (Pipistrellus pygmaeus)
74566.68308063268	Soprano Pipistrelle (Pipistrellus pygmaeus)
56483.66792849742	Soprano Pipistrelle (Pipistrellus pygmaeus)
81526.62342097811	Soprano Pipistrelle (Pipistrellus pygmaeus)
71038.00843340528	Soprano Pipistrelle (Pipistrellus pygmaeus)
68694.09157163875	Soprano Pipistrelle (Pipistrellus pygmaeus)
73152.39472094148	Soprano Pipistrelle (Pipistrellus pygmaeus)
55935.4653249019	Soprano Pipistrelle (Pipistrellus pygmaeus)
61660.973839963255	Soprano Pipistrelle (Pipistrellus pygmaeus)
68081.07198584154	Soprano Pipistrelle (Pipistrellus pygmaeus)
58165.59910778898	Soprano Pipistrelle (Pipistrellus pygmaeus)
65836.14743672103	Soprano Pipistrelle (Pipistrellus pygmaeus)
84731.52201586317	Soprano Pipistrelle (Pipistrellus pygmaeus)
64865.68495345912	Soprano Pipistrelle (Pipistrellus pygmaeus)
83435.18238089798	Soprano Pipistrelle (Pipistrellus pygmaeus)
82003.66644530838	Soprano Pipistrelle (Pipistrellus pygmaeus)
80487.32002351573	Soprano Pipistrelle (Pipistrellus pygmaeus)
59109.21087229825	Soprano Pipistrelle (Pipistrellus pygmaeus)
67084.13778021517	Soprano Pipistrelle (Pipistrellus pygmaeus)
74507.59952451754	Soprano Pipistrelle (Pipistrellus pygmaeus)
60374.83444443529	Soprano Pipistrelle (Pipistrellus pygmaeus)
66538.40036207919	Soprano Pipistrelle (Pipistrellus pygmaeus)
82657.33937203967	Soprano Pipistrelle (Pipistrellus pygmaeus)
55223.75755445079	Soprano Pipistrelle (Pipistrellus pygmaeus)
79746.61963176192	Soprano Pipistrelle (Pipistrellus pygmaeus)
78955.88736170821	Soprano Pipistrelle (Pipistrellus pygmaeus)
63635.68328483018	Soprano Pipistrelle (Pipistrellus pygmaeus)
61264.77102283347	Soprano Pipistrelle (Pipistrellus pygmaeus)
67313.57315468304	Soprano Pipistrelle (Pipistrellus pygmaeus)
55294.08107014224	Soprano Pipistrelle (Pipistrellus pygmaeus)
79723.41140249644	Soprano Pipistrelle (Pipistrellus pygmaeus)
64177.826842460825	Soprano Pipistrelle (Pipistrellus pygmaeus)
55585.47124357711	Soprano Pipistrelle (Pipistrellus pygmaeus)
73805.46244606389	Soprano Pipistrelle (Pipistrellus pygmaeus)
84352.75699212914	Soprano Pipistrelle (Pipistrellus pygmaeus)
77983.15176722841	Soprano Pipistrelle (Pipistrellus pygmaeus)
65411.584133772514	Soprano Pipistrelle (Pipistrellus pygmaeus)
69145.03178233257	Soprano Pipistrelle (Pipistrellus pygmaeus)
60107.13907055049	Soprano Pipistrelle (Pipistrellus pygmaeus)
62016.15268915142	Soprano Pipistrelle (Pipistrellus pygmaeus)
75386.10226949053	Soprano Pipistrelle (Pipistrellus pygmaeus)
71736.80232611558	Soprano Pipistrelle (Pipistrellus pygmaeus)
80200.91507557537	Soprano Pipistrelle (Pipistrellus pygmaeus)
84435.78606571656	Soprano Pipistrelle (Pipistrellus pygmaeus)
78485.74468847283	Soprano Pipistrelle (Pipistrellus pygmaeus)
71506.94139486169	Soprano Pipistrelle (Pipistrellus pygmaeus)
79396.91012337359	Soprano Pipistrelle (Pipistrellus pygmaeus)
63008.46499441795	Soprano Pipistrelle (Pipistrellus pygmaeus)
56648.93882725304	Soprano Pipistrelle (Pipistrellus pygmaeus)
83680.7131290962	Soprano Pipistrelle (Pipistrellus pygmaeus)
76785.48410864806	Soprano Pipistrelle (Pipistrellus pygmaeus)
72743.51136929245	Soprano Pipistrelle (Pipistrellus pygmaeus)
81798.34111068984	Soprano Pipistrelle (Pipistrellus pygmaeus)
79484.99555772037	Soprano Pipistrelle (Pipistrellus pygmaeus)
81777.90695782489	Soprano Pipistrelle (Pipistrellus pygmaeus)
63293.248474485765	Soprano Pipistrelle (Pipistrellus pygmaeus)
76687.06385974708	Soprano Pipistrelle (Pipistrellus pygmaeus)
83169.72107729196	Soprano Pipistrelle (Pipistrellus pygmaeus)
70028.80604928538	Soprano Pipistrelle (Pipistrellus pygmaeus)
80903.1525405999	Soprano Pipistrelle (Pipistrellus pygmaeus)
74067.82285102237	Soprano Pipistrelle (Pipistrellus pygmaeus)
68523.3658337731	Soprano Pipistrelle (Pipistrellus pygmaeus)
75652.59850011225	Soprano Pipistrelle (Pipistrellus pygmaeus)
60289.05271721268	Soprano Pipistrelle (Pipistrellus pygmaeus)
56754.03317916651	Soprano Pipistrelle (Pipistrellus pygmaeus)
57052.90453728662	Soprano Pipistrelle (Pipistrellus pygmaeus)
80669.12794302346	Soprano Pipistrelle (Pipistrellus pygmaeus)
63413.63984308206	Soprano Pipistrelle (Pipistrellus pygmaeus)
55638.86210936957	Soprano Pipistrelle (Pipistrellus pygmaeus)
75191.48475859113	Soprano Pipistrelle (Pipistrellus pygmaeus)
76718.79328948176	Soprano Pipistrelle (Pipistrellus pygmaeus)
58737.322039182916	Soprano Pipistrelle (Pipistrellus pygmaeus)
57159.95963549907	Soprano Pipistrelle (Pipistrellus pygmaeus)
68859.92424343384	Soprano Pipistrelle (Pipistrellus pygmaeus)
55143.34909757727	Soprano Pipistrelle (Pipistrellus pygmaeus)
75587.55672839475	Soprano Pipistrelle (Pipistrellus pygmaeus)
77995.52365275755	Soprano Pipistrelle (Pipistrellus pygmaeus)
67184.13638593508	Soprano Pipistrelle (Pipistrellus pygmaeus)
73472.23298169249	Soprano Pipistrelle (Pipistrellus pygmaeus)
56850.4701093259	Soprano Pipistrelle (Pipistrellus pygmaeus)
65777.35558061187	Soprano Pipistrelle (Pipistrellus pygmaeus)
76653.07025221351	Soprano Pipistrelle (Pipistrellus pygmaeus)
73244.18814057558	Soprano Pipistrelle (Pipistrellus pygmaeus)
83145.21157058056	Soprano Pipistrelle (Pipistrellus pygmaeus)
71829.28226129343	Soprano Pipistrelle (Pipistrellus pygmaeus)
59348.053784952484	Soprano Pipistrelle (Pipistrellus pygmaeus)
73636.27571108573	Soprano Pipistrelle (Pipistrellus pygmaeus)
71509.48685791138	Soprano Pipistrelle (Pipistrellus pygmaeus)
56087.46042749164	Soprano Pipistrelle (Pipistrellus pygmaeus)
60832.04228455233	Soprano Pipistrelle (Pipistrellus pygmaeus)
62492.78470100727	Soprano Pipistrelle (Pipistrellus pygmaeus)
75604.04477299261	Soprano Pipistrelle (Pipistrellus pygmaeus)
73636.9074470233	Soprano Pipistrelle (Pipistrellus pygmaeus)
82383.6382451804	Soprano Pipistrelle (Pipistrellus pygmaeus)
79977.50648900933	Soprano Pipistrelle (Pipistrellus pygmaeus)
57202.01929334116	Soprano Pipistrelle (Pipistrellus pygmaeus)
64416.978286761965	Soprano Pipistrelle (Pipistrellus pygmaeus)
70699.55958250907	Soprano Pipistrelle (Pipistrellus pygmaeus)
62776.50020661615	Soprano Pipistrelle (Pipistrellus pygmaeus)
55379.39842849631	Soprano Pipistrelle (Pipistrellus pygmaeus)
55964.47048719691	Soprano Pipistrelle (Pipistrellus pygmaeus)
77042.1420495662	Soprano Pipistrelle (Pipistrellus pygmaeus)
83095.43459779001	Soprano Pipistrelle (Pipistrellus pygmaeus)
55285.79067539747	Soprano Pipistrelle (Pipistrellus pygmaeus)
56017.10461562022	Soprano Pipistrelle (Pipistrellus pygmaeus)
68926.54022928893	Soprano Pipistrelle (Pipistrellus pygmaeus)
74170.86704337533	Soprano Pipistrelle (Pipistrellus pygmaeus)
69862.29553404954	Soprano Pipistrelle (Pipistrellus pygmaeus)
77735.72117084281	Soprano Pipistrelle (Pipistrellus pygmaeus)
56471.598682047756	Soprano Pipistrelle (Pipistrellus pygmaeus)
70895.2398366842	Soprano Pipistrelle (Pipistrellus pygmaeus)
69146.12370067097	Common Pipistrelle (Pipistrellus pipistrellus)
61085.10593072298	Common Pipistrelle (Pipistrellus pipistrellus)
52652.66090433679	Common Pipistrelle (Pipistrellus pipistrellus)
62920.644348073176	Common Pipistrelle (Pipistrellus pipistrellus)
63001.96896931452	Common Pipistrelle (Pipistrellus pipistrellus)
52163.4434877434	Common Pipistrelle (Pipistrellus pipistrellus)
62183.21746630689	Common Pipistrelle (Pipistrellus pipistrellus)
51002.0041785221	Common Pipistrelle (Pipistrellus pipistrellus)
57108.05546462946	Common Pipistrelle (Pipistrellus pipistrellus)
62047.27850759394	Common Pipistrelle (Pipistrellus pipistrellus)
57667.24744571926	Common Pipistrelle (Pipistrellus pipistrellus)
49047.449415539886	Common Pipistrelle (Pipistrellus pipistrellus)
47139.127330174815	Common Pipistrelle (Pipistrellus pipistrellus)
55655.34408532001	Common Pipistrelle (Pipistrellus pipistrellus)
59087.58392404847	Common Pipistrelle (Pipistrellus pipistrellus)
61289.179913607084	Common Pipistrelle (Pipistrellus pipistrellus)
63306.38793215493	Common Pipistrelle (Pipistrellus pipistrellus)
46263.656352416	Common Pipistrelle (Pipistrellus pipistrellus)
53739.21223934371	Common Pipistrelle (Pipistrellus pipistrellus)
48416.9368345884	Common Pipistrelle (Pipistrellus pipistrellus)
52492.24651457062	Common Pipistrelle (Pipistrellus pipistrellus)
60282.75619052035	Common Pipistrelle (Pipistrellus pipistrellus)
56770.35301164526	Common Pipistrelle (Pipistrellus pipistrellus)
53799.111400297996	Common Pipistrelle (Pipistrellus pipistrellus)
57565.651742921276	Common Pipistrelle (Pipistrellus pipistrellus)
60782.84320222575	Common Pipistrelle (Pipistrellus pipistrellus)
64713.845271556245	Common Pipistrelle (Pipistrellus pipistrellus)
45903.49797935412	Common Pipistrelle (Pipistrellus pipistrellus)
56135.579405636745	Common Pipistrelle (Pipistrellus pipistrellus)
69200.7840091087	Common Pipistrelle (Pipistrellus pipistrellus)
56359.33390606046	Common Pipistrelle (Pipistrellus pipistrellus)
57168.76887225127	Common Pipistrelle (Pipistrellus pipistrellus)
69700.809798893	Common Pipistrelle (Pipistrellus pipistrellus)
55833.51540976871	Common Pipistrelle (Pipistrellus pipistrellus)
49975.35505701828	Common Pipistrelle (Pipistrellus pipistrellus)
60832.620488852306	Common Pipistrelle (Pipistrellus pipistrellus)
45360.346720215144	Common Pipistrelle (Pipistrellus pipistrellus)
68389.15098744925	Common Pipistrelle (Pipistrellus pipistrellus)
56924.61402269748	Common Pipistrelle (Pipistrellus pipistrellus)
52657.5251909858	Common Pipistrelle (Pipistrellus pipistrellus)
52389.06622427974	Common Pipistrelle (Pipistrellus pipistrellus)
48157.61412710125	Common Pipistrelle (Pipistrellus pipistrellus)
57536.4411743578	Common Pipistrelle (Pipistrellus pipistrellus)
66524.81890120028	Common Pipistrelle (Pipistrellus pipistrellus)
51768.93678463562	Common Pipistrelle (Pipistrellus pipistrellus)
51235.6616594951	Common Pipistrelle (Pipistrellus pipistrellus)
63350.699626172354	Common Pipistrelle (Pipistrellus pipistrellus)
50830.61088121304	Common Pipistrelle (Pipistrellus pipistrellus)
46147.45890776634	Common Pipistrelle (Pipistrellus pipistrellus)
47067.95062798534	Common Pipistrelle (Pipistrellus pipistrellus)
56476.67407942001	Common Pipistrelle (Pipistrellus pipistrellus)
45229.06252505075	Common Pipistrelle (Pipistrellus pipistrellus)
66603.74779780552	Common Pipistrelle (Pipistrellus pipistrellus)
63613.58913117263	Common Pipistrelle (Pipistrellus pipistrellus)
61989.04488485627	Common Pipistrelle (Pipistrellus pipistrellus)
51057.12282373091	Common Pipistrelle (Pipistrellus pipistrellus)
53016.5325968702	Common Pipistrelle (Pipistrellus pipistrellus)
48212.011485098206	Common Pipistrelle (Pipistrellus pipistrellus)
65070.30863686012	Common Pipistrelle (Pipistrellus pipistrellus)
56869.24182270163	Common Pipistrelle (Pipistrellus pipistrellus)
46505.08207881348	Common Pipistrelle (Pipistrellus pipistrellus)
53651.85337380223	Common Pipistrelle (Pipistrellus pipistrellus)
69926.24681770179	Common Pipistrelle (Pipistrellus pipistrellus)
62074.27920745381	Common Pipistrelle (Pipistrellus pipistrellus)
69555.76853082984	Common Pipistrelle (Pipistrellus pipistrellus)
64351.821936352775	Common Pipistrelle (Pipistrellus pipistrellus)
69542.92937503169	Common Pipistrelle (Pipistrellus pipistrellus)
58191.827354183966	Common Pipistrelle (Pipistrellus pipistrellus)
45885.78688107436	Common Pipistrelle (Pipistrellus pipistrellus)
48343.75642775474	Common Pipistrelle (Pipistrellus pipistrellus)
52457.2745745804	Common Pipistrelle (Pipistrellus pipistrellus)
56224.991244732504	Common Pipistrelle (Pipistrellus pipistrellus)
46058.92854799229	Common Pipistrelle (Pipistrellus pipistrellus)
57190.457322839626	Common Pipistrelle (Pipistrellus pipistrellus)
62450.806822660685	Common Pipistrelle (Pipistrellus pipistrellus)
67874.0099105928	Common Pipistrelle (Pipistrellus pipistrellus)
60642.30983709378	Common Pipistrelle (Pipistrellus pipistrellus)
69268.55527934791	Common Pipistrelle (Pipistrellus pipistrellus)
65105.02360520838	Common Pipistrelle (Pipistrellus pipistrellus)
55495.68796781619	Common Pipistrelle (Pipistrellus pipistrellus)
68792.10630356368	Common Pipistrelle (Pipistrellus pipistrellus)
64490.25415863489	Common Pipistrelle (Pipistrellus pipistrellus)
54981.61946228164	Common Pipistrelle (Pipistrellus pipistrellus)
48293.579765124625	Common Pipistrelle (Pipistrellus pipistrellus)
60524.89351829909	Common Pipistrelle (Pipistrellus pipistrellus)
59438.53517157725	Common Pipistrelle (Pipistrellus pipistrellus)
64547.21351211151	Common Pipistrelle (Pipistrellus pipistrellus)
52242.916900899305	Common Pipistrelle (Pipistrellus pipistrellus)
